Dataset Name,Algorithm Name,Cross Validation [1-10),Hyper-Parameter Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time (seconds),Inference Time (seconds)
breast-cancer-wisc-diag.csv,baseline,1,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.9473684210526316,0.7972027972027972,0.34725274725274724,0.9605263157894736,0.9818181818181818,0.13098086124401911,1.4089570045471191,0.11399579048156737
breast-cancer-wisc-diag.csv,baseline,2,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9649122807017544,0.7694805194805195,0.3040816326530612,0.972972972972973,0.9987012987012988,0.08845208845208849,4.8618290424346915,0.3820145130157471
breast-cancer-wisc-diag.csv,baseline,3,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9824561403508772,0.8484848484848485,0.5277777777777778,0.9772727272727272,1.0,0.027146464646464655,4.920264005661012,0.3949966430664063
breast-cancer-wisc-diag.csv,baseline,4,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.9473684210526316,0.7650793650793651,0.3037037037037037,0.9479729729729728,0.9867724867724867,0.06395055770055767,2.361321926116944,0.19300246238708496
breast-cancer-wisc-diag.csv,baseline,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9824561403508772,0.7965367965367967,0.4343434343434344,0.9864864864864864,1.0,0.04697554697554703,4.87401008605957,0.3950350284576416
breast-cancer-wisc-diag.csv,baseline,6,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.9824561403508772,0.6666666666666666,0.27222222222222225,0.9772727272727272,0.9986772486772486,0.027146464646464655,2.8290014266967773,0.2280356884002685
breast-cancer-wisc-diag.csv,baseline,7,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}",0.912280701754386,0.8131868131868132,0.3611111111111111,0.9094594594594596,0.941798941798942,0.07939725439725442,1.3890068531036377,0.11803674697875975
breast-cancer-wisc-diag.csv,baseline,8,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': True}",0.912280701754386,0.6493506493506493,0.18939393939393934,0.9209401709401709,0.9920634920634921,0.14983550400217066,2.809991836547852,0.2310166358947754
breast-cancer-wisc-diag.csv,baseline,9,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.9649122807017544,0.7936507936507936,0.4104938271604938,0.9565217391304348,0.9973544973544972,0.053140096618357516,1.4130082130432131,0.11799979209899902
breast-cancer-wisc-diag.csv,baseline,10,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}",0.9821428571428572,0.8061224489795917,0.3326530612244897,0.9772727272727272,0.9986394557823131,0.02792207792207793,4.873179912567139,0.3870084285736084
breast-cancer-wisc-diag.csv,pseudo,1,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9473684210526316,0.8107579554947977,0.30056689342403625,0.9605263157894736,0.9821428571428572,0.13098086124401911,3.1491271257400513,0.2167455554008484
breast-cancer-wisc-diag.csv,pseudo,2,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9649122807017544,0.8033008658008657,0.3435714285714285,0.972972972972973,0.9987012987012986,0.08845208845208849,2.9732344150543213,0.20802956819534302
breast-cancer-wisc-diag.csv,pseudo,3,"{'n_estimators': 1000, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9824561403508772,0.7898423005565862,0.44801587301587303,0.9772727272727272,1.0,0.027146464646464655,2.784363090991974,0.19351667165756226
breast-cancer-wisc-diag.csv,pseudo,4,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9473684210526316,0.7141955266955267,0.25627104377104376,0.9479729729729728,0.9864417989417988,0.06395055770055767,2.0732492208480835,0.1420096755027771
breast-cancer-wisc-diag.csv,pseudo,5,"{'n_estimators': 2000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9824561403508772,0.7422369297369298,0.37752525252525254,0.9864864864864864,1.0,0.04697554697554703,2.2742426991462708,0.1542496681213379
breast-cancer-wisc-diag.csv,pseudo,6,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.9824561403508772,0.8003335949764522,0.3439598595848596,0.9772727272727272,0.9986772486772487,0.027146464646464655,1.620500922203064,0.11549270153045654
breast-cancer-wisc-diag.csv,pseudo,7,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 70, 'bootstrap': False}, train_split_size: 0.44999999999999996",0.912280701754386,0.7917012317747611,0.36055021367521367,0.9094594594594596,0.9535383597883598,0.07939725439725442,1.8539898991584778,0.14349114894866943
breast-cancer-wisc-diag.csv,pseudo,8,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}, train_split_size: 0.44999999999999996",0.9166666666666667,0.8188252223966509,0.31502849002849004,0.9242577597840755,0.9917328042328043,0.13925371655634813,1.735497772693634,0.13049906492233276
